Run	Assay_Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center_Name	Collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_continent_or_ocean	geo_loc_name	Altitude/Depth	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample_Name	SRA Study	BioSampleModel	lat_lon	Library Name	env_biome	env_feature	env_material	Investigation_type	project_name	Host	sample_title	Description	env_type
SRR15858984	WGS	261	14514730	PRJNA762464	SAMN21393820	7361205	XINJIANG ACADEMY OF AGRICULTURE SCIENCE	08/09/2015	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX12150175	China	Asia	China: Jinghe		Illumina MiSeq	SINGLE	PCR	METATRANSCRIPTOMIC	rhizosphere metagenome	ILLUMINA	2021-11-13T00:00:00Z	JTBT	SRP336720	MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated	44.58 N 82.41 E	JTBTF						Gossypium hirsutum			plant
SRR15859020	WGS	301	5415601	PRJNA762464	SAMN21393849	2461815	XINJIANG ACADEMY OF AGRICULTURE SCIENCE	08/09/2015	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX12150139	China	Asia	China: Jinghe		Illumina MiSeq	SINGLE	PCR	METATRANSCRIPTOMIC	rhizosphere metagenome	ILLUMINA	2021-11-13T00:00:00Z	JTBZ	SRP336720	MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated	44.58 N 82.41 E	JTBZF						Gossypium hirsutum			plant
SRR15858887	WGS	346	19573577	PRJNA762464	SAMN21393845	9404710	XINJIANG ACADEMY OF AGRICULTURE SCIENCE	09/09/2015	public	sra,fastq	s3,ncbi,gs	s3.us-east-1,gs.US,ncbi.public	SRX12150272	China	Asia	China: Wusu		Illumina MiSeq	SINGLE	PCR	METATRANSCRIPTOMIC	rhizosphere metagenome	ILLUMINA	2021-11-13T00:00:00Z	WTBZ	SRP336720	MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated	44.01 N 87.36 E	WTBZB						Gossypium hirsutum			plant
SRR15858892	WGS	346	34132104	PRJNA762464	SAMN21393841	16086185	XINJIANG ACADEMY OF AGRICULTURE SCIENCE	09/09/2015	public	sra,fastq	ncbi,s3,gs	s3.us-east-1,gs.US,ncbi.public	SRX12150267	China	Asia	China: Shihezi		Illumina MiSeq	SINGLE	PCR	METATRANSCRIPTOMIC	rhizosphere metagenome	ILLUMINA	2021-11-13T00:00:00Z	STBZ	SRP336720	MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated	44.34 N 86.05 E	STBZB						Gossypium hirsutum			plant
SRR15858989	WGS	261	9315345	PRJNA762464	SAMN21393816	3582780	XINJIANG ACADEMY OF AGRICULTURE SCIENCE	09/09/2015	public	fastq,sra	gs,s3,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX12150170	China	Asia	China: Wusu		Illumina MiSeq	SINGLE	PCR	METATRANSCRIPTOMIC	rhizosphere metagenome	ILLUMINA	2021-11-13T00:00:00Z	WTBT	SRP336720	MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated	44.01 N 87.36 E	WTBTF						Gossypium hirsutum			plant
SRR15859029	WGS	306	5295877	PRJNA762464	SAMN21393841	2456883	XINJIANG ACADEMY OF AGRICULTURE SCIENCE	09/09/2015	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX12150130	China	Asia	China: Shihezi		Illumina MiSeq	SINGLE	PCR	METATRANSCRIPTOMIC	rhizosphere metagenome	ILLUMINA	2021-11-13T00:00:00Z	STBZ	SRP336720	MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated	44.34 N 86.05 E	STBZF						Gossypium hirsutum			plant
ERR1855287	WGS	479	862987830	PRJEB14154	SAMEA98138668	582299788	UNIVERSITY OF ALASKA FAIRBANKS	11/09/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917187	uncalculated	Arctic Ocean	Arctic Ocean	-0.7 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568966	ERP015773		87.77201667 N 148.8943333 W	GEOTRACES_170122	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 0.7 m"	marine
ERR1855285	WGS	424	868957182	PRJEB14154	SAMEA98140168	504087363	UNIVERSITY OF ALASKA FAIRBANKS	11/09/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917185	uncalculated	Arctic Ocean	Arctic Ocean	-0.5 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568968	ERP015773		87.77201667 N 148.8943333 W	GEOTRACES_170113	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 0.5 m"	marine
ERR1855282	WGS	408	272102157	PRJEB14154	SAMEA98141668	155865230	UNIVERSITY OF ALASKA FAIRBANKS	11/09/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917182	uncalculated	Arctic Ocean	Arctic Ocean	-1.1 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568970	ERP015773		87.77201667 N 148.8943333 W	GEOTRACES_170113	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 1.1 m"	marine
ERR1855278	WGS	430	1018159591	PRJEB14154	SAMEA98142418	640503697	UNIVERSITY OF ALASKA FAIRBANKS	11/09/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917178	uncalculated	Arctic Ocean	Arctic Ocean	-1.5 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568971	ERP015773		87.77201667 N 148.8943333 W	GEOTRACES_170122	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 1.5 m"	marine
ERR1855280	WGS	417	1002873698	PRJEB14154	SAMEA98143918	576743939	UNIVERSITY OF ALASKA FAIRBANKS	11/09/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917180	uncalculated	Arctic Ocean	Arctic Ocean	-0.1 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568973	ERP015773		87.77201667 N 148.8943333 W	GEOTRACES_170113	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 0.1 m"	marine
ERR1855279	WGS	444	901635891	PRJEB14154	SAMEA98144668	503521921	UNIVERSITY OF ALASKA FAIRBANKS	11/09/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917179	uncalculated	Arctic Ocean	Arctic Ocean	-0.9 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568974	ERP015773		87.77201667 N 148.8943333 W	GEOTRACES_170113	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 0.9 m"	marine
ERR1855277	WGS	436	974119964	PRJEB14154	SAMEA98145418	613225016	UNIVERSITY OF ALASKA FAIRBANKS	14/09/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917177	uncalculated	Arctic Ocean	Arctic Ocean	-1.3 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568975	ERP015773		85.723 N 150.6090833 W	GEOTRACES_170122	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 1.3 m"	marine
ERR1855276	WGS	314	914418761	PRJEB14154	SAMEA98146168	486058122	UNIVERSITY OF ALASKA FAIRBANKS	14/09/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917176	uncalculated	Arctic Ocean	Arctic Ocean	-0.7 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568976	ERP015773		85.723 N 150.6090833 W	GEOTRACES_170113	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 0.7 m"	marine
ERR1855275	WGS	456	1147100667	PRJEB14154	SAMEA98146918	724096619	UNIVERSITY OF ALASKA FAIRBANKS	14/09/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917175	uncalculated	Arctic Ocean	Arctic Ocean	-1.3 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568977	ERP015773		85.723 N 150.6090833 W	GEOTRACES_170122	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 1.3 m"	marine
ERR1855274	WGS	459	938523971	PRJEB14154	SAMEA98147668	566628150	UNIVERSITY OF ALASKA FAIRBANKS	14/09/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917174	uncalculated	Arctic Ocean	Arctic Ocean	-0.1 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568978	ERP015773		85.723 N 150.6090833 W	GEOTRACES_170113	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 0.1 m"	marine
ERR1855273	WGS	406	1278695986	PRJEB14154	SAMEA98148418	794247895	UNIVERSITY OF ALASKA FAIRBANKS	14/09/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917173	uncalculated	Arctic Ocean	Arctic Ocean	-1.435 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568979	ERP015773		85.723 N 150.6090833 W	GEOTRACES_170122	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 1.435 m"	marine
ERR1855244	WGS	407	639880074	PRJEB14154	SAMEA98156668	366787333	UNIVERSITY OF ALASKA FAIRBANKS	14/09/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917144	uncalculated	Arctic Ocean	Arctic Ocean	-1 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568990	ERP015773		85.723 N 150.6090833 W	GEOTRACES_170131	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 1 m"	marine
ERR1855271	WGS	334	986845639	PRJEB14154	SAMEA98149168	533302283	UNIVERSITY OF ALASKA FAIRBANKS	16/09/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917171	uncalculated	Arctic Ocean	Arctic Ocean	-0.9 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568980	ERP015773		85.16033333 N 149.9722667 W	GEOTRACES_170113	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 0.9 m"	marine
ERR1855269	WGS	411	984260877	PRJEB14154	SAMEA98150668	643045434	UNIVERSITY OF ALASKA FAIRBANKS	16/09/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917169	uncalculated	Arctic Ocean	Arctic Ocean	-0.3 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568982	ERP015773		85.16033333 N 149.9722667 W	GEOTRACES_170122	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 0.3 m"	marine
ERR1855272	WGS	462	239018549	PRJEB14154	SAMEA98157418	134911251	UNIVERSITY OF ALASKA FAIRBANKS	16/09/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917172	uncalculated	Arctic Ocean	Arctic Ocean	-1 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568991	ERP015773		85.16033333 N 149.9722667 W	GEOTRACES_170113	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 1 m"	marine
ERR1855246	WGS	377	256621270	PRJEB14154	SAMEA98152168	148266088	UNIVERSITY OF ALASKA FAIRBANKS	20/09/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917146	uncalculated	Arctic Ocean	Arctic Ocean	-0.1 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568984	ERP015773		82.50385 N 149.7905 W	GEOTRACES_170131	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 0.1 m"	marine
ERR1855256	WGS	521	867023771	PRJEB14154	SAMEA98136418	551104555	UNIVERSITY OF ALASKA FAIRBANKS	21/09/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917156	uncalculated	Arctic Ocean	Arctic Ocean	-1.1 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568963	ERP015773		88.4072 N 176.7614333 W	GEOTRACES_170131	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 1.1 m"	marine
SRR13494970	WGS	301	27484891990	PRJNA693457	SAMN17393613	8625582344	UNIVERSITY OF TUEBINGEN	25/09/2015	public	sra,fastq	s3,gs	s3.us-east-1,gs.US	SRX9906971	Germany	Europe	Germany: Bremen, pond, freshwater sediment		Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	freshwater sediment metagenome	ILLUMINA	2021-05-17T00:00:00Z	QMFCE002AF	SRP302517	MIMS.me,MIGS/MIMS/MIMARKS.sediment	53.110197 N 8.846932 E	Culture BP autotrophic T1									freshwater
ERR1855267	WGS	456	1259880502	PRJEB14154	SAMEA98158168	797609218	UNIVERSITY OF ALASKA FAIRBANKS	26/09/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917167	uncalculated	Arctic Ocean	Arctic Ocean	-55 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568992	ERP015773		78.1739 N 147.8331 W	GEOTRACES_170122	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 55 m"	marine
ERR1855266	WGS	515	796961335	PRJEB14154	SAMEA98152918	528040785	UNIVERSITY OF ALASKA FAIRBANKS	27/09/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917166	uncalculated	Arctic Ocean	Arctic Ocean	-0.05 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568985	ERP015773		77.4476 N 147.8711 W	GEOTRACES_170122	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 0.05 m"	marine
SRR6399597	WGS	297	21904479116	PRJNA421162	SAMN08215825	8850483764	STANFORD UNIVERSITY	01/10/2015	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3492850	Canada	North America	Canada:NA,Vancouver	1 m	Illumina HiSeq 4000	PAIRED	MDA	METAGENOMIC	air metagenome	ILLUMINA	2018-09-20T00:00:00Z	chaoexpo30_I12	SRP127288	MIMS.me,MIGS/MIMS/MIMARKS.air	49.28833882 N 123.1124077 W	chaoexpo30_I12	air filter	air filter	air						air
SRR6399596	WGS	293	19501746161	PRJNA421162	SAMN08215826	7146667141	STANFORD UNIVERSITY	03/10/2015	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3492851	USA	North America	USA:kentucky,Lexington	288 m	Illumina HiSeq 4000	PAIRED	MDA	METAGENOMIC	air metagenome	ILLUMINA	2018-09-20T00:00:00Z	chaoexpo36_I15	SRP127288	MIMS.me,MIGS/MIMS/MIMARKS.air	38.0498426 N 84.50129234 W	chaoexpo36_I15	air filter	air filter	air						air
ERR1855265	WGS	305	925105652	PRJEB14154	SAMEA98158918	508427428	UNIVERSITY OF ALASKA FAIRBANKS	04/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917165	uncalculated	Arctic Ocean	Arctic Ocean	-1 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568993	ERP015773		72.9989 N 158.8455 W	GEOTRACES_160521	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 1 m"	marine
ERR1855248	WGS	368	579299783	PRJEB14154	SAMEA98159668	331476393	UNIVERSITY OF ALASKA FAIRBANKS	04/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917148	uncalculated	Arctic Ocean	Arctic Ocean	-137 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568994	ERP015773		72.9989 N 158.8455 W	GEOTRACES_160521	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 137 m"	marine
ERR1855249	WGS	498	401552948	PRJEB14154	SAMEA98160418	253942156	UNIVERSITY OF ALASKA FAIRBANKS	04/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917149	uncalculated	Arctic Ocean	Arctic Ocean	-137 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568995	ERP015773		72.9989 N 158.8455 W	GEOTRACES_170131	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 137 m"	marine
ERR1855250	WGS	371	322548683	PRJEB14154	SAMEA98161168	187503066	UNIVERSITY OF ALASKA FAIRBANKS	04/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917150	uncalculated	Arctic Ocean	Arctic Ocean	-860 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568996	ERP015773		72.9989 N 158.8455 W	GEOTRACES_160521	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 860 m"	marine
ERR1855263	WGS	461	127879420	PRJEB14154	SAMEA98161918	77384033	UNIVERSITY OF ALASKA FAIRBANKS	04/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917163	uncalculated	Arctic Ocean	Arctic Ocean	-57 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568997	ERP015773		72.9989 N 158.8455 W	GEOTRACES_170131	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 57 m"	marine
ERR1855264	WGS	340	209999754	PRJEB14154	SAMEA98162668	119471986	UNIVERSITY OF ALASKA FAIRBANKS	04/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917164	uncalculated	Arctic Ocean	Arctic Ocean	-57 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568998	ERP015773		72.9989 N 158.8455 W	GEOTRACES_160521	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 57 m"	marine
ERR1855262	WGS	293	1628387258	PRJEB14154	SAMEA98163418	867797712	UNIVERSITY OF ALASKA FAIRBANKS	04/10/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917162	uncalculated	Arctic Ocean	Arctic Ocean	-25 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568999	ERP015773		72.9989 N 158.8455 W	GEOTRACES_160521	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 25 m"	marine
ERR1855261	WGS	429	649258624	PRJEB14154	SAMEA98164168	377815166	UNIVERSITY OF ALASKA FAIRBANKS	04/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917161	uncalculated	Arctic Ocean	Arctic Ocean	-660 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1569000	ERP015773		72.9989 N 158.8455 W	GEOTRACES_170131	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 660 m"	marine
ERR1855251	WGS	416	23547002	PRJEB14154	SAMEA98164918	14672310	UNIVERSITY OF ALASKA FAIRBANKS	04/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917151	uncalculated	Arctic Ocean	Arctic Ocean	-415 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1569001	ERP015773		72.9989 N 158.8455 W	GEOTRACES_160521	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 415 m"	marine
ERR1855252	WGS	402	83088008	PRJEB14154	SAMEA98165668	49784659	UNIVERSITY OF ALASKA FAIRBANKS	04/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917152	uncalculated	Arctic Ocean	Arctic Ocean	-240 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1569002	ERP015773		72.9989 N 158.8455 W	GEOTRACES_160521	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 240 m"	marine
ERR1855260	WGS	287	564429860	PRJEB14154	SAMEA98166418	320621035	UNIVERSITY OF ALASKA FAIRBANKS	05/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917160	uncalculated	Arctic Ocean	Arctic Ocean	-29 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1569003	ERP015773		72.7978 N 159.6242 W	GEOTRACES_160521	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 29 m"	marine
ERR1855259	WGS	474	799647605	PRJEB14154	SAMEA98167168	497803715	UNIVERSITY OF ALASKA FAIRBANKS	05/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917159	uncalculated	Arctic Ocean	Arctic Ocean	-29 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1569004	ERP015773		72.7978 N 159.6242 W	GEOTRACES_170131	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 29 m"	marine
ERR1855258	WGS	301	1123184141	PRJEB14154	SAMEA98167918	616323399	UNIVERSITY OF ALASKA FAIRBANKS	05/10/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917158	uncalculated	Arctic Ocean	Arctic Ocean	-12 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1569005	ERP015773		72.7978 N 159.6242 W	GEOTRACES_160521	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 12 m"	marine
ERR1855257	WGS	500	496747094	PRJEB14154	SAMEA98168668	318435516	UNIVERSITY OF ALASKA FAIRBANKS	05/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917157	uncalculated	Arctic Ocean	Arctic Ocean	-12 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1569006	ERP015773		72.7978 N 159.6242 W	GEOTRACES_170122	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 12 m"	marine
ERR1855254	WGS	501	803872616	PRJEB14154	SAMEA98170168	507006505	UNIVERSITY OF ALASKA FAIRBANKS	05/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917154	uncalculated	Arctic Ocean	Arctic Ocean	-1 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1569008	ERP015773		72.7999 N  159.6157 W	GEOTRACES_170131	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 1 m"	marine
ERR1855253	WGS	307	978893890	PRJEB14154	SAMEA98170918	566737610	UNIVERSITY OF ALASKA FAIRBANKS	05/10/2015	public	"fastq	sra"	"ena	gs	s3"	"ena	gs.US	s3.us-east-1"	ERX1917153	uncalculated	Arctic Ocean	Arctic Ocean	-1 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1569009	ERP015773		72.7999 N  159.6157 W	GEOTRACES_160521	marine biome	marine water body	seawater		GEOTRACES ARCTIC 2015			"Arctic seawater metagenome	 1 m"	marine
ERR1855247	WGS	482	104921973	PRJEB14154	SAMEA98153668	61162961	UNIVERSITY OF ALASKA FAIRBANKS	07/10/2015	public	"fastq	sra	unknown_contigs"	"ena	gs	ncbi	s3"	"ena	gs.US	ncbi.public	s3.us-east-1"	ERX1917147	uncalculated	Arctic Ocean	Arctic Ocean	-1.1 m	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	marine metagenome	ILLUMINA	2017-02-28T00:00:00Z	ERS1568986	ERP015773		71.9966 N 162.496 W	GEOTRACES_170113	marine biome	marine water body	sea ice		GEOTRACES ARCTIC 2015			"Arctic sea ice metagenome	 1.1 m"	marine
